product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
562,lorem quisque ut erat curabitur gravida nisi at nibh in,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",745.04,34.21,beauty,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,404,Turquoise,small,5.3,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,2012-01-16,3.5,331,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,4.4,540,express,6.45
563,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",685.94,10.75,clothing,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,765,Khaki,large,1.5,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,2010-01-20,1.7,238,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,4.4,745,free,21.02
564,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Nulla facilisi.,508.52,0.03,clothing,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,937,Turquoise,extra large,9.1,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,2021-06-20,4.3,690,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,3.3,386,free,12.11
565,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",899.76,36.91,clothing,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,101,Aquamarine,large,5.8,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,2016-10-27,1.5,135,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,4.4,953,free,17.12
566,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",364.67,17.43,clothing,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,933,Aquamarine,small,3.4,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,2021-11-07,2.1,8,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,4.5,601,free,31.16
567,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",585.02,37.1,clothing,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,161,Fuscia,large,0.3,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,2016-10-08,1.7,258,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,1.6,316,standard,4.28
568,a pede posuere nonummy integer non velit donec diam neque,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",494.34,2.76,beauty,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,231,Orange,extra large,5.0,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,2022-07-01,1.8,452,volutpat dui maecenas tristique est et tempus semper est quam pharetra,3.1,97,free,45.41
569,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",531.48,1.89,clothing,ac enim in tempor turpis nec euismod scelerisque quam turpis,679,Crimson,extra large,8.5,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,2018-11-01,3.5,381,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,3.7,759,express,18.33
570,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.",493.13,46.81,home decor,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,23,Teal,small,8.7,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,2011-05-11,1.9,752,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,4.7,515,standard,38.57
571,metus sapien ut nunc vestibulum ante ipsum primis in faucibus,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",95.42,19.77,electronics,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,165,Mauv,extra large,4.2,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,2021-08-02,3.9,242,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,2.9,345,express,32.22
572,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",547.53,10.82,electronics,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,310,Goldenrod,large,4.2,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,2018-04-30,4.5,227,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,3.1,503,express,27.88
573,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",168.69,33.5,electronics,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,123,Fuscia,extra large,1.7,proin risus praesent lectus vestibulum quam sapien varius ut blandit non,2011-07-28,1.1,403,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,2.0,800,express,8.79
574,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,Vivamus tortor. Duis mattis egestas metus.,927.06,1.82,beauty,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,352,Pink,extra large,0.5,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,2011-01-18,1.4,280,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,4.9,713,express,35.72
575,a suscipit nulla elit ac nulla sed vel enim sit,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",547.77,15.81,electronics,duis bibendum felis sed interdum venenatis turpis enim blandit mi,783,Khaki,medium,4.7,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,2020-02-05,4.5,296,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,1.3,882,standard,45.72
576,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",574.09,11.03,home decor,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,443,Orange,medium,5.6,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,2022-04-17,2.2,681,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,4.0,433,standard,39.86
577,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,671.35,11.56,beauty,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,543,Red,large,6.2,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2015-01-09,4.7,921,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,3.9,450,free,33.03
578,praesent lectus vestibulum quam sapien varius ut blandit non interdum,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",178.51,47.23,home decor,nec condimentum neque sapien placerat ante nulla justo aliquam quis,714,Yellow,large,7.8,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,2012-02-16,4.9,930,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2.7,477,express,46.33
579,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",841.71,35.03,toys,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,769,Pink,medium,5.1,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,2019-01-09,4.2,131,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,3.3,137,standard,31.84
580,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",245.69,27.59,electronics,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,220,Aquamarine,small,8.9,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2020-08-21,5.0,342,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,3.9,326,express,33.55
581,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,438.86,13.48,beauty,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,571,Red,small,9.5,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,2019-11-25,1.7,446,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,1.4,413,free,39.2
582,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,114.52,43.79,electronics,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,121,Crimson,small,7.8,dui luctus rutrum nulla tellus in sagittis dui vel nisl,2015-03-29,2.1,0,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,2.8,163,free,28.27
583,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,400.86,43.99,electronics,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,940,Goldenrod,small,0.9,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,2019-05-17,2.0,126,lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2.9,186,standard,22.58
